,MSK51,MSK2390
TR0012801_CYTMEM__plas,1,1
TZ2900046_CYTMEM__plas,1,1
EX_C01010__extr,1,1
TR2900963_CYTMEM__plas,1,1
R02848__cyto,1,1
R04983__mito,1,1
R01676__cyto,1,1
EX_C00244__extr,1,1
R00650__cyto,1,1
R00094__cyto,1,1
R01899__pero,1,1
R01896__cyto,1,1
R10948__cyto,1,1
TR0002507_CYTMEM__plas,1,1
R00430__cyto,1,1
TR2900024_CYTMEM__plas,1,1
R12424__mito,1,1
R07044__cyto,1,1
TR1001307_CYTMEM__plas,1,1
EX_C06473__cyto,1,1
R03663_Cyto__cyto,1,1
R01230__cyto,1,1
R07761__cyto,1,1
R04325__cyto,1,1
R01326__cyto,1,1
R04984__cyto,1,1
TR0000099_CYTMEM__plas,1,1
R01827__cyto,1,1
EX_C00712__extr,1,1
R02317__cyto,1,1
R00524__cyto,1,1
R07892__cyto,1,1
R03777__cyto,1,1
TO1000128_CYTMEM__plas,1,1
TR0002169_CYTMEM__plas,1,1
R06522__cyto,1,1
R03118__cyto,1,1
EX_C04233__extr,1,1
R01548__cyto,1,1
TR2900856_CYTMEM__plas,1,1
TI6900007_CYTMEM__plas,1,1
R12429__mito,1,1
TR0008908_CYTMEM__plas,1,1
TR2901086_CYTMEM__plas,1,1
R00967__cyto,1,1
R02197__mito,0,0
R07950__cyto,1,1
R10852__mito,1,1
R02909__cyto,1,1
EX_C00212__extr,1,1
R01547__cyto,1,1
TR2900923_CYTMEM__plas,1,1
TR0000052_CYTMEM__plas,1,1
R03778__cyto,1,1
R01177__cyto,1,1
R03090__cyto,1,1
R10852__cyto,1,1
R04673__mito,1,1
EX_C00153__extr,1,1
R07891__cyto,1,1
TR0000048_CYTMEM__plas,1,1
R12428__mito,1,1
R01268__cyto,0,0
EX_C17349__extr,1,1
R01015__cyto,1,1
R08698__cyto,1,1
EX_C00096__extr,1,1
TR0000126_CYTMEM__plas,1,1
R01731__cyto,1,1
R00028__cyto,1,1
R10851__cyto,1,1
R08193__cyto,1,1
EX_C08813__extr,1,1
R02164__mito,1,1
R07486__cyto,1,1
R04892__cyto,1,1
R04326__cyto,1,1
TR2900235_CYTMEM__plas,1,1
R01986__cyto,1,1
T_Hydrogen_peroxide__pero,1,1
R12205__cyto,1,1
R01327__cyto,1,1
R07324__cyto,1,1
R00746__cyto,1,1
TI6900011_CYTMEM__plas,1,1
R03460__cyto,1,1
EX_C01081__extr,1,1
R03245__cyto,1,1
EX_C00525__extr,1,1
R03300__cyto,1,1
TR0002603_CYTMEM__plas,1,1
R07765__cyto,1,1
R00025__cyto,1,1
TO1000246_CYTMEM__plas,1,1
EX_C04730__extr,1,1
R07109__cyto,1,1
R01395__cyto,1,1
R07392__cyto,1,1
R02695__cyto,1,1
R06521__mito,1,1
R05000__mito,1,1
R10634__cyto,1,1
R01549__cyto,1,1
R02315__cyto,1,1
R01010__cyto,1,1
EX_C00309__extr,1,1
R00802__cyto,1,1
R00189__cyto,1,1
R10040__cyto,1,1
TO0001217_CYTMEM__plas,1,1
TR0000304_CYTMEM__plas,1,1
EX_C01674__extr,1,1
TR0000355_CYTMEM__plas,1,1
R02537__cyto,1,1
R01826__cyto,1,1
R01013__cyto,1,1
R07489__mito,1,1
T_Glycoaldehyde_C00266_CytoExtr__plas,1,1
T_PyridoxalPhosphateResidue_M8423_CytoExtr__plas,1,1
TO1021423_CYTMEM__plas,1,1
R07048__cyto,1,1
R02534__cyto,1,1
EX_C04672__extr,1,1
EX_C00152__extr,1,1
R01730__cyto,1,1
R02038__cyto,1,1
R04390__cyto,1,1
TR0000188_CYTMEM__plas,1,1
EX_C02223__extr,1,1
R02814__cyto,1,1
TR0000008_CYTMEM__plas,1,1
R02536__cyto,1,1
R02697__cyto,1,1
R03243__cyto,1,1
R00188__cyto,1,1
R02976__mito,1,1
R00961__cyto,1,1
EX_C00029__extr,1,1
EX_C00249__extr,1,1
TR0000947_CYTMEM__plas,1,1
R04672__mito,1,1
R02756__cyto,1,1
TZ2900068_CYTMEM__plas,1,1
R01829__cyto,1,1
R06521__cyto,1,1
EX_C00469__extr,1,1
TR2900275_CYTMEM__plas,1,1
R02976__cyto,1,1
TR1000222_CYTMEM__plas,1,1
R01608__cyto,1,1
TR0003850_CYTMEM__plas,1,1
R00742__cyto,1,1
R03522__cyto,1,1
R01231__cyto,1,1
R06740__cyto,1,1
R00962__cyto,1,1
R07108__cyto,1,1
R03302__cyto,1,1
R00465__cyto,1,1
R00187__cyto,1,1
R01392__cyto,1,1
R01890__cyto,1,1
R00801__cyto,1,1
R00245__cyto,1,1
R01011__cyto,1,1
TR2900135_CYTMEM__plas,1,1
R04171__cyto,1,1
R06520__cyto,1,1
R00776__cyto,1,1
R04883__cyto,1,1
R00235__cyto,1,1
R00940__mito,1,1
TR2900264_CYTMEM__plas,1,1
R01512__cyto,1,1
R02236__cyto,1,1
T_H2O_c00001_PeroCyto__plas,1,1
R05066__cyto,1,1
EX_Biomass__cyto,1,1
TR0001743_CYTMEM__plas,1,1
R00256__mito,1,1
R02695__pero,1,1
R06517__cyto,1,1
R00366__cyto,1,1
R00104__cyto,1,1
R03103__cyto,1,1
TR2900813_CYTMEM__plas,1,1
R00409__cyto,1,1
R02472__cyto,1,1
R03239__cyto,1,1
EX_C00053__extr,1,1
TR2916158_CYTMEM__plas,1,1
EX_C02059__extr,1,1
EX_C00294__extr,1,1
EX_C00506__extr,1,1
TR0011422_CYTMEM__plas,1,1
EX_C11537__extr,1,1
R10711__cyto,1,1
TR1019001_CYTMEM__plas,1,1
R00197__cyto,1,1
R05068_Mito__mito,1,1
R04173__cyto,1,1
EX_C00184__extr,1,1
R00087__cyto,1,1
EX_NADPH__cyto,1,1
R07346__cyto,1,1
R02100__cyto,1,1
R08770__mito,1,1
R03300__pero,1,1
R04888__cyto,1,1
R06064__cyto,1,1
R02088__cyto,1,1
EX_C00032__extr,1,1
TZ3000021_CYTMEM__plas,1,1
R00709__mito,1,1
R03283__pero,1,1
R00996_Mito__mito,1,1
R09511__cyto,1,1
TR0011456_CYTMEM__plas,1,1
R00214__cyto,1,1
R07215__cyto,1,1
EX_C05442__extr,1,1
TR0015528_CYTMEM__plas,1,1
R05640__cyto,1,1
e_Biomass__cyto,1,1
R00514__cyto,1,1
R00497__cyto,1,1
EX_C00299__extr,1,1
R00087__mito,1,1
EX_C00079__extr,1,1
R02920__cyto,1,1
R07046__cyto,1,1
ATP_Maintenance__cyto,1,1
TR0002601_CYTMEM__plas,1,1
R01402__cyto,1,1
R00268__pero,1,1
R08283__pero,1,1
R04457__cyto,1,1
EX_C03483__extr,1,1
EX_C00958__extr,1,1
R00425__cyto,1,1
TR0001741_CYTMEM__plas,1,1
EX_C04144__extr,1,1
R00966__cyto,1,1
R00996__cyto,1,1
R04867__cyto,1,1
R01018__cyto,1,1
R02282__cyto,1,1
EX_C00243__extr,1,1
EX_C06892__extr,1,1
R00835__cyto,1,1
EX_C00379__extr,1,1
R02971__cyto,1,1
R08360__cyto,1,1
R04558__cyto,1,1
EX_C00074__extr,1,1
R03665__cyto,1,1
R07456__cyto,1,1
R02493__cyto,1,1
R06863__cyto,1,1
R02531__cyto,1,1
R00214__mito,1,1
TR2900095_CYTMEM__plas,1,1
T_2_oxobutanoate_c00109_MitoCyto___plas,1,1
R00125__cyto,1,1
EX_C00112__extr,1,1
EX_C03272__extr,1,1
R04537__cyto,1,1
TR2900847_CYTMEM__plas,1,1
EX_C00353__extr,1,1
R08539__cyto,1,1
T_O2_c00007_MitoCyto__plas,1,1
R00725__cyto,1,1
R04300__cyto,1,1
R00256__cyto,1,1
R00755__cyto,1,1
R01318__cyto,1,1
R03534__cyto,1,1
R00066__cyto,1,1
R03424__cyto,1,1
TO1000419_CYTMEM__plas,1,1
T_Urethane__plas,1,1
R09993__cyto,1,1
R02142__cyto,1,1
R00945__cyto,1,1
R01711__cyto,1,1
T__9Z_12Z_15Z__Octadecatrienoic_acid_c06427_PeroCyto__plas,1,1
R11765__cyto,1,1
R06364__cyto,1,1
TR2900232_CYTMEM__plas,1,1
TR0011657_CYTMEM__plas,1,1
R01758__cyto,1,1
R01648__cyto,1,1
TR0005274_CYTMEM__plas,1,1
R07316__cyto,1,1
R04427__cyto,1,1
EX_C12455__extr,1,1
R01868__cyto,1,1
R01575__cyto,1,1
R00226__mito,1,1
TR2019240_CYTMEM__plas,1,1
R11765__mito,1,1
TR2916889_CYTMEM__plas,1,1
T__S__3_Methyl_2_oxopentanoic_acid__mito,1,1
R00713__cyto,1,1
EX_C01262__extr,1,1
EX_C00159__extr,1,1
R10057__cyto,1,1
R00615__cyto,1,1
EX_C05848__extr,1,1
R01313__cyto,1,1
EX_C00121__extr,1,1
TR0012300_CYTMEM__plas,1,1
R06985__cyto,1,1
R03269__cyto,1,1
R00434__cyto,1,1
R07481__cyto,1,1
TO1000220_CYTMEM__plas,1,1
TR0002846_CYTMEM__plas,1,1
R01137__cyto,1,1
TO1003279_CYTMEM__plas,1,1
R02135__cyto,1,1
R00987__cyto,1,1
Fatty_Acid__cyto,1,1
R02025__cyto,1,1
TR0002996_CYTMEM__plas,1,1
R01039__cyto,1,1
R09372__cyto,1,1
R00155__cyto,1,1
R02294__cyto,1,1
R00391__cyto,1,1
R04963__cyto,1,1
TR1000100_CYTMEM__plas,1,1
EX_C00049__extr,1,1
R01465__cyto,1,1
TR2900282_CYTMEM__plas,1,1
R01737__cyto,1,1
e_Cofactor__cyto,1,1
R00010__cyto,1,1
TR2000558_CYTMEM__plas,1,1
EX_C16502__extr,1,1
R01639__cyto,1,1
T_Citrate_c00149_CytoMito__plas,1,1
EX_C00016__extr,1,1
R10052__cyto,1,1
R08159__cyto,1,1
TO1000218_CYTMEM__plas,1,1
TR2916906_CYTMEM__plas,1,1
R11034__cyto,1,1
R01373__cyto,1,1
R00670__cyto,1,1
T_CoA_c00010_PeroCyto__plas,1,1
R02354__e_r_,1,1
R11861__cyto,1,1
R04956__cyto,1,1
TR0012322_CYTMEM__plas,1,1
R00277__cyto,1,1
R00549__cyto,1,1
EX_C11038__extr,1,1
TR0000114_CYTMEM__plas,1,1
R08548__cyto,1,1
TR0000536_CYTMEM__plas,1,1
R01870__cyto,1,1
TR0015538_CYTMEM__plas,1,1
R03051__mito,1,1
R09377__cyto,1,1
R03438__cyto,1,1
TR2916916_CYTMEM__plas,1,1
R02058__cyto,1,1
TR0015536_CYTMEM__plas,1,1
TR2916891_CYTMEM__plas,1,1
R04968__cyto,1,1
R05734__cyto,1,1
TR1000926_CYTMEM__plas,1,1
R10116__cyto,1,1
R05070__mito,1,1
TR2916887_CYTMEM__plas,1,1
TR0003557_CYTMEM__plas,1,1
TR2900278_CYTMEM__plas,1,1
TR0000331_CYTMEM__plas,1,1
R01529__cyto,1,1
TR2900220_CYTMEM__plas,1,1
EX_C00341__extr,1,1
e_Protein__cyto,1,1
TR0002088_CYTMEM__plas,1,1
R00767__cyto,1,1
R07899__cyto,1,1
R00940__cyto,1,1
R04972__cyto,1,1
EX_C00777__extr,1,1
R07641__cyto,1,1
R06875__cyto,1,1
R01964__cyto,1,1
TR2004654_CYTMEM__plas,1,1
R10994__cyto,1,1
TR0002649_CYTMEM__plas,1,1
EX_C11930__extr,1,1
R04862__cyto,1,1
R02557__cyto,1,1
R03222__cyto,1,1
R12403__cyto,1,1
R00006__mito,1,1
T02161__mito,1,1
R05556__cyto,1,1
EX_C00062__extr,1,1
TR2900250_CYTMEM__plas,1,1
R01863__cyto,1,1
R11097__mito,1,1
R02887__cyto,1,1
R03220__cyto,1,1
R00551__cyto,1,1
TR2900248_CYTMEM__plas,1,1
TO0000246_CYTMEM__plas,1,1
EX_C00065__extr,1,1
TO1000577_CYTMEM__plas,1,1
TR2900849_CYTMEM__plas,1,1
R09541__cyto,1,1
R02236__mito,1,1
R03990__cyto,1,1
R10120__cyto,1,1
R00830__cyto,1,1
EX_C04756__extr,1,1
R05615__cyto,1,1
R04959__cyto,1,1
R05725__cyto,1,1
R00391__mito,1,1
R00936__mito,1,1
T_Mannitol_C00392_Extr_Cyto__plas,1,1
R03660__cyto,1,1
R10826__cyto,1,1
TR2901091_CYTMEM__plas,1,1
R03869__cyto,1,1
TO1000242_CYTMEM__plas,1,1
R11100__cyto,1,1
R02291__cyto,1,1
R12405__cyto,1,1
TR2900230_CYTMEM__plas,1,1
R00771__cyto,1,1
R06875__mito,1,1
R07034__cyto,1,1
TR0003555_CYTMEM__plas,1,1
R00842__mito,1,1
T_2_Methylbutanal__plas,1,1
R01004__cyto,1,1
TR2900875_CYTMEM__plas,1,1
R00678__cyto,1,1
R04440__cyto,1,1
R01057__cyto,1,1
R04509__cyto,1,1
T_Ophothalmate__cyto,1,1
R10208__cyto,1,1
EX_C00234__extr,1,1
R02412__cyto,1,1
R01135__cyto,1,1
TR1009049_CYTMEM__plas,1,1
TO1001401_CYTMEM__plas,1,1
TR0000209_CYTMEM__plas,1,1
EX_C00534__extr,1,1
R04035__cyto,1,1
R02543__cyto,1,1
R08360__pero,1,1
EX_C15782__extr,1,1
R03656__cyto,1,1
R02985__cyto,1,1
TO0003279_CYTMEM__plas,1,1
T_MitoCyto_C00141_3_Methyl_2_oxobutanoic_acid___plas,1,1
R04209__cyto,1,1
R12121__mito,1,1
R09250__cyto,1,1
EX_C00124__extr,1,1
TR0000365_CYTMEM__plas,1,1
R02536__pero,1,1
EX_C00386__extr,1,1
R04724__cyto,1,1
EX_C00344__extr,1,1
T_Octadecanoic_Acid_c01530_PeroCyto__plas,1,1
R01130__cyto,1,1
R00289__cyto,1,1
TR0012802_CYTMEM__plas,1,1
R00895__cyto,1,1
R00659__cyto,1,1
R02527__cyto,1,1
R01315__cyto,1,1
TR0000532_CYTMEM__plas,1,1
TR0015532_CYTMEM__plas,1,1
R00769__cyto,1,1
TR2900025_CYTMEM__plas,1,1
R01009__cyto,1,1
TR2000054_CYTMEM__plas,1,1
R02133__cyto,1,1
R01071__cyto,1,1
EX_C00177__extr,1,1
TR2900136_CYTMEM__plas,1,1
R01800__cyto,1,1
TR0011677_CYTMEM__plas,1,1
EX_C00515__extr,1,1
R01352__cyto,1,1
R03894__cyto,1,1
EX_C01885__extr,1,1
R03658__cyto,1,1
EX_C00250__extr,1,1
EX_C06427__extr,1,1
R02175__mito,1,1
T_Pi_c00009_CytoMito__plas,1,1
R00694__cyto,1,1
R01961__cyto,1,1
TO1000654_CYTMEM__plas,1,1
EX_C00381__extr,1,1
R07506__cyto,1,1
TO1000009_CYTMEM__plas,1,1
R08632__cyto,1,1
TR0014518_CYTMEM__plas,1,1
R12356__cyto,1,1
R02090__cyto,1,1
T_L_Glutamate_C00025__plas,1,1
R02355__cyto,1,1
EX_C04884__extr,1,1
R02245__cyto,1,1
R00842__cyto,1,1
R01073__cyto,1,1
R07050__cyto,1,1
R08509__cyto,1,1
T_5_Aminopentanal__plas,1,1
TR2901108_CYTMEM__plas,1,1
R04960__cyto,1,1
R05802__cyto,1,1
TR0000552_CYTMEM__plas,1,1
R05048__cyto,1,1
R12400__cyto,1,1
R03283__cyto,1,1
TZ2900056_CYTMEM__plas,1,1
EX_C00491__extr,1,1
EX_C00818__extr,1,1
TR2900977_CYTMEM__plas,1,1
EX_C00019__extr,1,1
TR2901083_CYTMEM__plas,1,1
EX_C00239__extr,1,1
EX_C00459__extr,1,1
EX_C03479__extr,1,1
EX_C00880__extr,1,1
R01411__cyto,1,1
EX_C00081__extr,1,1
R00893__cyto,1,1
EX_Histidine__cyto,1,1
TR0000487_CYTMEM__plas,1,1
T_Leucine_c00123_ExtrCyto__plas,1,1
R01682__cyto,1,1
EX_C03428__extr,1,1
R10039__cyto,1,1
EX_C00550__extr,1,1
EX_C00440__extr,1,1
TR0002653_CYTMEM__plas,1,1
TO1000087_CYTMEM__plas,1,1
TR2900973_CYTMEM__plas,1,1
R01462__cyto,1,1
TR0002172_CYTMEM__plas,1,1
T_Malate_c00149_CytoMito__plas,1,1
EX_C00705__extr,1,1
R01978__cyto,1,1
R03194__mito,1,1
R06861__cyto,1,1
TR2901063_CYTMEM__plas,1,1
TR0000906_CYTMEM__plas,1,1
R01132__cyto,1,1
EX_C00257__extr,1,1
R00127__cyto,1,1
R03035__cyto,1,1
R01771__cyto,1,1
R05577__cyto,1,1
R01887__cyto,1,1
R07759__cyto,1,1
R04929__cyto,1,1
R02540__cyto,1,1
R03920__cyto,1,1
R04443__cyto,1,1
R00517__cyto,1,1
R00084__cyto,1,1
EX_C13425__extr,1,1
R00036__cyto,1,1
R04448__cyto,1,1
R01618__cyto,1,1
EX_C01801__extr,1,1
R02097__cyto,1,1
TR1000259_CYTMEM__plas,1,1
R07273__cyto,1,1
R01776__cyto,1,1
R09450__cyto,1,1
R03347__cyto,1,1
R02371__cyto,1,1
EX_C00641__extr,1,1
TR0000877_CYTMEM__plas,1,1
R03237__cyto,1,1
R00238__cyto,1,1
R01001__cyto,1,1
R00310__cyto,1,1
TR0000038_CYTMEM__plas,1,1
R00017__cyto,1,1
R00908__cyto,1,1
EX_C00147__extr,1,1
R04429__cyto,1,1
R01229__cyto,1,1
R00253__cyto,1,1
R03531__cyto,1,1
TR0000260_CYTMEM__plas,1,1
EX_C05980__extr,1,1
R01819__cyto,1,1
R04881__cyto,1,1
R00970__cyto,1,1
R03236__cyto,1,1
R03083__cyto,1,1
R06519__cyto,1,1
R02688__cyto,1,1
EX_C01290__extr,1,1
R01055__cyto,1,1
R04944__cyto,1,1
T_ADP_MitoCyto_Provisory___plas,1,1
TR1002611_CYTMEM__plas,1,1
EX_C06424__extr,1,1
R03362__cyto,1,1
R02092__cyto,1,1
R07168__cyto,1,1
T_Ammonia_c00014_ExtrCyto__plas,1,1
R12658__mito,1,1
EX_C05981__extr,1,1
R03194__cyto,1,1
EX_C04058__extr,1,1
EX_C05809__extr,1,1
R11100__pero,1,1
R04880__cyto,1,1
R00734__cyto,1,1
TO1000305_CYTMEM__plas,1,1
TR2900877_CYTMEM__plas,1,1
R04770__cyto,1,1
R02747__cyto,1,1
R12430__cyto,1,1
R03067__cyto,1,1
TR0000091_CYTMEM__plas,1,1
TR1000506_CYTMEM__plas,1,1
R03628__cyto,1,1
R01830__cyto,1,1
R00085__cyto,1,1
TR0000051_CYTMEM__plas,1,1
R00251__cyto,1,1
TR2901174_CYTMEM__plas,1,1
R12431__cyto,1,1
R02760__cyto,1,1
R04445__mito,1,1
TI2000703_CYTMEM__plas,1,1
R09844__cyto,1,1
R07385__cyto,1,1
TR0013384_CYTMEM__plas,1,1
R01388__cyto,1,1
R03459__cyto,1,1
EX_C00311__extr,1,1
R08175__pero,1,1
R01664__cyto,1,1
TR2901132_CYTMEM__plas,1,1
R03457__cyto,1,1
TR2900254_CYTMEM__plas,1,1
R00519__cyto,1,1
e_RNA__cyto,1,1
R02433__cyto,1,1
R00190__cyto,1,1
R00530__cyto,1,1
EX_C00864__extr,1,1
R00959__cyto,1,1
R08178__pero,1,1
R00516__cyto,1,1
R01041__pero,1,1
EX_C00751__extr,1,1
R00691__cyto,1,1
R01224__cyto,1,1
R08358__cyto,1,1
EX_C00037__extr,1,1
R02529__cyto,1,1
R00200__cyto,1,1
T_Chorismate_c00251_MitoCyto__plas,1,1
EX_C00255__extr,1,1
TR1000154_CYTMEM__plas,1,1
R00519__mito,1,1
R02484__cyto,1,1
R07495__cyto,1,1
R08176__pero,1,1
EX_C00035__extr,1,1
R04773__cyto,1,1
R01226__cyto,1,1
EX_C03323__cyto,1,1
R07383__cyto,1,1
EX_C03313__extr,1,1
EX_C00314__extr,1,1
TR0000031_CYTMEM__plas,1,1
R08637__cyto,1,1
R01278__cyto,1,1
EX_C05983__extr,1,1
TR1000448_CYTMEM__plas,1,1
R03088__e_r_,1,1
R02095__cyto,1,1
R02102__cyto,1,1
R04496__cyto,1,1
R00192__cyto,1,1
EX_C00203__extr,1,1
R02918__cyto,1,1
R00847__cyto,1,1
TR2900176_CYTMEM__plas,1,1
TR1000588_CYTMEM__plas,1,1
TR0000018_CYTMEM__plas,1,1
EX_C00475__extr,1,1
EX_C01241__extr,1,1
R01497__cyto,1,1
EX_C00365__extr,1,1
R04441__mito,1,1
R03012__cyto,1,1
R03858__cyto,1,1
EX_C00267__extr,1,1
R04961__cyto,1,1
EX_C00080__extr,1,1
R03038__cyto,1,1
R02732__mito,1,1
EX_C00013__extr,1,1
R01214__mito,1,1
R10992__cyto,1,1
TZ2900029_CYTMEM__plas,1,1
EX_C00144__extr,1,1
EX_C00262__extr,1,1
R05731__mito,1,1
R04966__cyto,1,1
R02737__cyto,1,1
R08558__cyto,1,1
EX_C02686__extr,1,1
R02619__cyto,1,1
R03971__cyto,1,1
R03989__cyto,1,1
R10088__mito,1,1
EX_C00380__extr,1,1
TO1000009_Pi_c00009_CytoMito__mito,1,1
TR0002905_CYTMEM__plas,1,1
T_CoA_c00010_CytoMito__plas,1,1
R10920__cyto,1,1
EX_C04712__extr,1,1
EX_C00415__extr,1,1
R11323__cyto,1,1
R03443__cyto,1,1
R00178__cyto,1,1
EX_C02960__extr,1,1
TR0012606_CYTMEM__plas,1,1
EX_C00259__extr,1,1
TR0000046_CYTMEM__plas,1,1
R04285__cyto,1,1
R02678__cyto,1,1
R02868__cyto,1,1
TR1000221_CYTMEM__plas,1,1
R04889__pero,1,1
e_DNA__cyto,1,1
R10088__cyto,1,1
TR0000068_CYTMEM__plas,1,1
R03451__mito,1,1
R07035__cyto,1,1
EX_C00669__extr,1,1
R00005__cyto,1,1
R00160__cyto,1,1
R03004__cyto,1,1
R05085__cyto,1,1
EX_C00072__extr,1,1
EX_C01672__cyto,1,1
T_alpha_alpha_Trehalose__plas,1,1
R01280__pero,1,1
R01214__cyto,1,1
R04404__cyto,1,1
TR1000268_CYTMEM__plas,1,1
R02957__cyto,1,1
R03451__cyto,1,1
R04535__cyto,1,1
R01126__cyto,1,1
R02056__cyto,1,1
R02111__cyto,1,1
R00943__cyto,1,1
R07758__cyto,1,1
EX_C00178__extr,1,1
TZ2900019_CYTMEM__plas,1,1
EX_Ferricytochrome__cyto,1,1
R01624__cyto,1,1
TR2901077_CYTMEM__plas,1,1
R00291__cyto,1,1
TR0009429_CYTMEM__plas,1,1
EX_C00296__extr,1,1
EX_C05512__extr,1,1
R00259__cyto,1,1
R02019__cyto,1,1
R01163__cyto,1,1
TR2901022_CYTMEM__plas,1,1
R02335__cyto,1,1
EX_C04248__extr,1,1
R00570__cyto,1,1
R03815__mito,1,1
TR0011735_CYTMEM__plas,1,1
TI2000430_CYTMEM__plas,1,1
R01244__cyto,1,1
R01933__cyto,1,1
EX_C01189__extr,1,1
TR0000214_CYTMEM__plas,1,1
TR0000002_CYTMEM__plas,1,1
R09827__mito,1,1
TR2900219_CYTMEM__plas,1,1
T_L_Valine_c00183_MitoCyto___plas,1,1
T_O2_c00007_ExtrCyto__plas,1,1
T_O2_c00007_PeroCyto__plas,1,1
R06171__cyto,1,1
R01819__mito,1,1
EX_C05364__extr,1,1
EX_C04438__extr,1,1
EX_C04598__extr,1,1
R00512__cyto,1,1
R09827__cyto,1,1
R00760__cyto,1,1
R08772__mito,1,1
EX_C00018__extr,1,1
R02327__cyto,1,1
EX_C03046__extr,1,1
EX_C04501__extr,1,1
R01598__pero,1,1
R02767__cyto,1,1
TR1000210_CYTMEM__plas,1,1
TR0001297_CYTMEM__plas,1,1
R02466__cyto,1,1
R11679__cyto,1,1
EX_C11556__extr,1,1
TR0012572_CYTMEM__plas,1,1
R01184__cyto,1,1
EX_C00047__extr,1,1
TO1012844_CYTMEM__plas,1,1
TO0010516_CYTMEM__plas,1,1
TR0005718_CYTMEM__plas,1,1
TR2900218_CYTMEM__plas,1,1
EX_C04593__extr,1,1
TO1000104_CYTMEM__plas,1,1
EX_C00179__extr,1,1
EX_C04475__extr,1,1
R08549__mito,1,1
EX_C00106__extr,1,1
R04463__cyto,1,1
R01248__cyto,1,1
R00174__cyto,1,1
R03199__cyto,1,1
R02057__cyto,1,1
R01528__cyto,1,1
R02239__cyto,1,1
EX_C00503__extr,1,1
R04903__cyto,1,1
TR2901180_CYTMEM__plas,1,1
R02115__cyto,1,1
R00943__mito,1,1
R00512__mito,1,1
R04184__cyto,1,1
R00258__cyto,1,1
R00829__cyto,1,1
R03503__cyto,1,1
R00220__cyto,1,1
EX_C00009__extr,1,1
R04888__pero,1,1
TR0000054_CYTMEM__plas,1,1
R05779__cyto,1,1
R03165__cyto,1,1
R02355__e_r_,1,1
R04747__cyto,1,1
R01802__cyto,1,1
R00004__cyto,1,1
TR0000239_CYTMEM__plas,1,1
TO1000311_CYTMEM__plas,1,1
R03321__cyto,1,1
R06223__cyto,1,1
R02239__mito,1,1
R00224__cyto,1,1
R03662__cyto,1,1
TR2900181_CYTMEM__plas,1,1
TR0000064_CYTMEM__plas,1,1
R01095__cyto,1,1
R00161__cyto,1,1
T__9Z__Octadecanoic_acid_c00712_PeroCyto__plas,1,1
R12401__cyto,1,1
R12067__mito,1,1
R04754__cyto,1,1
TR0001899_CYTMEM__plas,1,1
R00479__cyto,1,1
R00942__cyto,1,1
TR2900122_CYTMEM__plas,1,1
R01251__cyto,1,1
EX_C06186__cyto,1,1
R04534__cyto,1,1
TO1000307_CYTMEM__plas,1,1
R00267__mito,1,1
EX_C00570__extr,1,1
R04742__cyto,1,1
EX_C00350__extr,1,1
R02018__cyto,1,1
R04883__pero,1,1
R11043__cyto,1,1
T_Citrate_Isocitrate_Antiporter__plas,1,1
EX_C04036__extr,1,1
TO1000133_CYTMEM__plas,1,1
TO1000895_CYTMEM__plas,1,1
R04965__cyto,1,1
EX_C00014__extr,1,1
TR2901030_CYTMEM__plas,1,1
R10991__cyto,1,1
R00986__cyto,1,1
R02740__cyto,1,1
R01909__cyto,1,1
T_Ammonia_c00014_CytoMito__mito,1,1
R08557__cyto,1,1
EX_C04308__extr,1,1
TR2900029_CYTMEM__plas,1,1
R01090__cyto,1,1
R02301__mito,1,1
R03004__mito,1,1
T_CO2_C00011_PeroCyto__plas,1,1
TR0000242_CYTMEM__plas,1,1
R00267__cyto,1,1
EX_C09382__extr,1,1
R01036__cyto,1,1
TO0000277_CYTMEM__plas,1,1
TR0000075_CYTMEM__plas,1,1
R03816__cyto,1,1
R10121__cyto,1,1
TR1000020_CYTMEM__plas,1,1
T_L_Leucine__plas,1,1
R01092__cyto,1,1
R02241__cyto,1,1
EX_C01595__extr,1,1
R02021__cyto,1,1
R08557__mito,1,1
TO1002679_CYTMEM__plas,1,1
EX_C00504__extr,1,1
TR1000082_CYTMEM__plas,1,1
TR0003560_CYTMEM__plas,1,1
TR2900162_CYTMEM__plas,1,1
R00985__cyto,1,1
TR2900207_CYTMEM__plas,1,1
R06983__cyto,1,1
TR0000014_CYTMEM__plas,1,1
R01468__cyto,1,1
R04970__cyto,1,1
R08558__mito,1,1
R00004__mito,1,1
EX_C02737__extr,1,1
R02732__cyto,1,1
R00707_Cyto__cyto,1,1
EX_C01537__extr,1,1
R02300__mito,1,1
R10993__cyto,1,1
EX_C02679__extr,1,1
TZ2900044_CYTMEM__plas,1,1
TR1000138_CYTMEM__plas,1,1
R01280__cyto,1,1
R01968__cyto,1,1
R05086__cyto,1,1
TR1001567_CYTMEM__plas,1,1
R03916__cyto,1,1
R00137__cyto,1,1
R03045__cyto,1,1
R03005__cyto,1,1
EX_C00073__extr,1,1
R03664__cyto,1,1
T_Stearoyl_CoA_c00412_CytoPero__plas,1,1
R06982__cyto,1,1
R02613__cyto,1,1
EX_C00416__extr,1,1
R01213__cyto,1,1
R04439__mito,1,1
TR1000305_CYTMEM__plas,1,1
EX_C00392__extr,1,1
R02082__cyto,1,1
R04405__cyto,1,1
TR0002799_CYTMEM__plas,1,1
